Date,Open,High,Low,Close,Adj Close,Volume
2020-03-05,140.63071432933623,140.7290841719692,137.57372078069199,139.08860437676836,139.08860437676836,4708330
2020-03-06,142.1518194911464,140.95522349698948,138.32580135035204,140.14572660298728,140.14572660298728,3853501
2020-03-09,142.55084846919212,141.8134019207773,139.16500468254085,140.48934489255572,140.48934489255572,3827433
2020-03-10,139.93467096778613,138.57861334737734,138.2590302354099,138.726304737193,138.726304737193,3088140
2020-03-11,140.07445123239927,140.1355981562217,137.2107248421566,139.0503887065878,139.0503887065878,4622712
2020-03-12,139.25783337537266,136.67417045527074,139.0228239660134,138.66530642617147,138.66530642617147,2419600
2020-03-13,138.76674550203217,138.80148826770355,137.889055808378,137.98838442586552,137.98838442586552,3459622
2020-03-16,138.04887499837784,137.96958747099126,138.56426078612964,138.6000607147064,138.6000607147064,3244055
2020-03-17,138.81286135378005,141.83705475374916,137.55100417806304,139.63106023720235,139.63106023720235,2986205
2020-03-18,140.5589658989076,142.33974770908304,138.61955184217848,140.56234035631854,140.56234035631854,2897459
2020-03-19,139.55293821057094,141.18979381506196,138.23581759605088,139.72312283309589,139.72312283309589,1045708
2020-03-20,138.9606824079174,141.93491668440404,137.34198059203288,139.41391045724467,139.41391045724467,4949842
2020-03-23,140.44156133610497,139.79625736782342,139.62445667106024,139.74517388864825,139.74517388864825,4510278
2020-03-24,141.67602422434112,143.46808221368616,139.37212389590962,140.7207190157706,140.7207190157706,2524616
2020-03-25,140.32995166421713,142.1737363421857,139.36671920630846,140.2415447779253,140.2415447779253,2215442
2020-03-26,141.53341588231675,140.81933051404255,138.20900369737657,140.0558858012615,140.0558858012615,2370092
2020-03-27,137.80786171312198,141.08517097443843,138.0647750598077,138.94955082725548,138.94955082725548,4709493
2020-03-30,137.55968474389508,137.64705069076317,137.13828709158489,137.7533442031748,137.7533442031748,3580309
2020-03-31,137.84904770496618,138.7413558640413,137.024961507008,138.56587002556898,138.56587002556898,4315537
2020-04-01,138.05557343706676,140.3135203309001,138.04594088694859,139.9221100541398,139.9221100541398,3230844
2020-04-02,139.7674192467168,140.32112222449547,139.5184451274063,139.8500999325595,139.8500999325595,3591318
2020-04-03,140.73188532206822,140.79707518769126,139.9147085018039,140.85363283045152,140.85363283045152,3855681
2020-04-06,142.72871859874127,143.43835192259448,141.2737094891408,141.21526885549915,141.21526885549915,4923121
2020-04-07,141.20096078544879,141.31129470052417,142.06821011838696,140.570149100894,140.570149100894,4311857
2020-04-08,139.90735788207323,142.2840496747593,139.7310850749887,140.93154470640243,140.93154470640243,1957642
2020-04-09,144.3236738392026,142.8992299064547,140.86067591661376,142.4695812728684,142.4695812728684,3831902
2020-04-10,143.65478892928382,141.61315193320993,141.17168842467174,142.43375523375846,142.43375523375846,1053024
2020-04-13,144.58049659304106,145.26845624796388,144.94796060732682,143.99839888957246,143.99839888957246,2451469
2020-04-14,141.15216968663287,140.4663988100629,140.72950321555916,141.3786537854827,141.3786537854827,2223759
2020-04-15,141.24111705313445,143.13192224377246,143.418904049909,142.20055628985793,142.20055628985793,4300874
2020-04-16,141.91539658202504,141.9192883192633,139.91790225044193,142.2876033580961,142.2876033580961,1542112
2020-04-17,143.0773446273344,144.97587200686104,142.07465058974833,141.98859600763024,141.98859600763024,1518534
2020-04-20,143.96494309010035,143.99171950634044,139.82495317470583,142.08035678416573,142.08035678416573,2932159
2020-04-21,141.63603139783706,141.19854166083633,138.1469182258807,140.09278786956486,140.09278786956486,1048926
2020-04-22,139.38426655994104,142.136822659382,139.77370633426338,139.87311598172732,139.87311598172732,2216508
2020-04-23,139.11061111995005,140.38391257577334,140.36301350450682,140.23022855323907,140.23022855323907,3372271
2020-04-24,141.8490088448918,143.2516019766507,140.35775238159425,141.7081225979806,141.7081225979806,3958461
2020-04-27,139.42141301414412,142.38966281342567,141.03417641689003,141.18985237970696,141.18985237970696,2797613
2020-04-28,140.70452649099855,141.64537885814744,139.27887413465555,140.38135877681376,140.38135877681376,2912878
2020-04-29,139.73199914693058,142.151955233336,139.36242932403616,139.87960173322924,139.87960173322924,2818317
2020-04-30,140.32896734906305,142.5274959537111,141.57616226539693,140.7950038509313,140.7950038509313,4751387
2020-05-01,139.52905189332418,142.412478623416,142.35422297971544,141.123754960591,141.123754960591,3779060
2020-05-04,141.10759486339367,139.93910732059564,139.36731050832935,140.59399475682395,140.59399475682395,1363114
2020-05-05,140.5745613502754,141.14721589465785,140.66881993626794,141.1072621899373,141.1072621899373,1483791
2020-05-06,140.03442290357503,142.0816308056896,140.75742955619947,141.20433973928533,141.20433973928533,2670930
2020-05-07,139.30072251653658,143.26635710409488,140.47712089072445,142.17298472981824,142.17298472981824,3791248
2020-05-08,141.44341673089025,141.34072791126695,139.29748935930843,141.47093163594087,141.47093163594087,3158714
2020-05-11,142.91552108601286,144.55494616492155,140.41581421070492,141.1432694893431,141.1432694893431,4448281
2020-05-12,142.4124205507588,143.26755539146453,140.09176004312081,140.75116133621094,140.75116133621094,3050181
2020-05-13,138.83055013149254,140.88976470847132,137.78750335496494,139.28764638807883,139.28764638807883,1796266
2020-05-14,138.98155460478162,140.65580352642715,139.94070223484297,139.5837666651434,139.5837666651434,4772208
2020-05-15,140.31359619339833,140.63261296742215,138.62166888257562,139.8448219373233,139.8448219373233,3622280
2020-05-18,138.85154995477745,139.89801693394352,138.2980494221436,139.84993539396575,139.84993539396575,1734769
2020-05-19,139.9171401604101,140.69282877910948,137.93511805217298,139.61534826059062,139.61534826059062,1031568
2020-05-20,138.9660577969249,139.45773005868296,139.13673022104268,138.1999775185402,138.1999775185402,1797278
2020-05-21,139.00626541965914,137.5375716202932,137.54068746558377,137.77933219577483,137.77933219577483,1661259
2020-05-22,137.3364636027681,138.77079409649295,137.31488093207153,137.43661767924806,137.43661767924806,1610326
2020-05-25,136.4306666598495,137.4790813612017,135.53445345561724,136.63434041002645,136.63434041002645,2245749
2020-05-26,135.59507211160388,135.56524714048305,134.99231011859246,136.47305469836044,136.47305469836044,1956277
2020-05-27,136.0502252011351,137.01672054439547,134.380395147729,136.87710555517498,136.87710555517498,3226941
2020-05-28,138.53681256448397,139.34968592296386,138.25825693675358,138.7632914563855,138.7632914563855,2418180
2020-05-29,139.30523477603353,141.82555692655754,138.43544176752656,138.93786926921734,138.93786926921734,1501994
2020-06-01,140.10900428617336,140.75197278447388,137.04574764106135,139.19541965994011,139.19541965994011,1074723
2020-06-02,138.3177947934936,138.78549217507404,137.82439680564363,139.12097374417394,139.12097374417394,3038842
2020-06-03,138.69489109783441,138.68823881829252,134.9345510176869,137.2022025288749,137.2022025288749,3860195
2020-06-04,136.9045650523831,136.62838466448733,135.88696065041586,137.17568865342568,137.17568865342568,3463490
2020-06-05,137.21455156901828,139.31860991725378,137.39303548208,137.23591886336672,137.23591886336672,4018967
2020-06-08,138.95194929670419,140.22803632403412,140.03228933062982,139.699160975852,139.699160975852,4910838
2020-06-09,137.08255975079794,140.4131638223317,140.0583122601298,139.50680001107088,139.50680001107088,4726904
2020-06-10,140.69239274976553,142.13414400094666,138.146295518646,139.80834735340449,139.80834735340449,2876624
2020-06-11,140.51047948079167,139.486472015115,137.58503876061224,139.77363558369925,139.77363558369925,3804646
2020-06-12,138.3236299889615,138.20783936096672,135.7555954046933,138.6049575460797,138.6049575460797,2533017
2020-06-15,139.81477107781961,140.1641810342487,137.9046750282715,139.74778036059473,139.74778036059473,1792515
2020-06-16,141.0156526109856,142.5380922443008,138.3368748157465,140.4997133932815,140.4997133932815,2716534
2020-06-17,139.728199483438,140.7713992648477,140.87076167297823,141.29074534032455,141.29074534032455,2393196
2020-06-18,139.8523052081835,138.54920228741923,140.53777370227365,140.3813578855298,140.3813578855298,2035211
2020-06-19,142.57841687608774,142.33299333805692,139.93407286404837,141.78415219646593,141.78415219646593,3189568
2020-06-22,139.12801171050438,141.93404193358455,138.96462038143423,140.38230113367362,140.38230113367362,4934740
2020-06-23,141.26271615964055,143.16941997721275,139.861713853133,140.9691582274739,140.9691582274739,1647122
2020-06-24,141.80303204866047,143.69645249119847,141.77224237265088,143.15961385328387,143.15961385328387,4782164
2020-06-25,142.63550751058673,142.7576509210372,140.845892045695,142.1690775281532,142.1690775281532,2761331
2020-06-26,141.56713831625294,143.75668053280617,139.31896293869684,141.60277979855042,141.60277979855042,2877329
2020-06-29,140.08729934773257,140.83268946394264,139.40744557882113,141.70243116363807,141.70243116363807,3892970
2020-06-30,142.36369486397902,141.81043473433886,139.6547351571815,141.19895550952185,141.19895550952185,1315315
2020-07-01,138.9137005016577,140.8387159683808,137.8024892058928,139.64829207845574,139.64829207845574,1150594
2020-07-02,138.90660261624737,141.1660737745468,138.20279250083698,139.71685505326175,139.71685505326175,1720892
2020-07-03,138.8551205367666,139.14474464634478,138.11572107157028,138.65455133953566,138.65455133953566,3582128
2020-07-06,140.27678111959955,140.16258478187666,137.3715790952577,139.12814377017082,139.12814377017082,2082121
2020-07-07,137.19289771695864,136.72039218252405,138.6032146047963,138.20871953593704,138.20871953593704,1185151
2020-07-08,139.82033379080252,140.1004055286207,137.70476238865868,139.75865394095456,139.75865394095456,4959015
2020-07-09,139.40421714894893,140.42890936117283,139.1699235883844,138.97540064861835,138.97540064861835,3132942
2020-07-10,139.3464447396758,138.67104509815798,137.36753584561794,138.65333913241267,138.65333913241267,3672452
2020-07-13,139.64329790505954,140.52584057137193,139.31201030820847,139.46685634978232,139.46685634978232,3214979
2020-07-14,137.86896419426503,139.68286453415107,136.68260305027394,138.23599203334837,138.23599203334837,4126777
2020-07-15,137.63586174730378,139.12090276709472,137.4973771938804,138.4634519679525,138.4634519679525,4405851
2020-07-16,139.8567386052813,140.9410584932315,140.36535068039825,139.77059472223493,139.77059472223493,4159988
2020-07-17,137.0909724756881,138.20037892238906,136.74241185665522,138.1631114876737,138.1631114876737,1196211
2020-07-20,135.4263948627114,139.14113406650998,137.92566612303872,138.347745346206,138.347745346206,2836082
2020-07-21,139.0441879446121,140.21784431004366,136.72648141964106,138.60762814045444,138.60762814045444,3533044
2020-07-22,140.29338585331794,140.54642397320018,138.38812532349735,139.38945101223175,139.38945101223175,3237699
2020-07-23,135.78956786581182,138.5659690317897,136.75707931596563,138.15250030135365,138.15250030135365,4355214
2020-07-24,135.82231298355944,138.05626009256017,136.78961264328458,136.83204368826938,136.83204368826938,1146192
2020-07-27,137.97313951489147,139.06859504452288,136.94331748531363,137.35398525388626,137.35398525388626,4562091
2020-07-28,139.70846539683117,136.60102864854198,137.10960856322055,137.65096992711946,137.65096992711946,1264130
2020-07-29,137.92225648514076,140.06053684242124,136.0447602972228,137.90146277746535,137.90146277746535,2813065
2020-07-30,137.5199080457332,138.91165624828125,135.57053389915683,138.24791098696232,138.24791098696232,3784942
2020-07-31,137.384989824279,138.99337619862408,137.3730580171267,137.56788626538383,137.56788626538383,1762857
2020-08-03,139.175016381693,139.99738688619004,135.72329181788714,137.80013996254482,137.80013996254482,4201207
2020-08-04,137.44724825671895,137.72153873861302,139.2628898535692,138.0932124358435,138.0932124358435,4621910
2020-08-05,136.57966901116689,137.6694200153896,137.57305041890945,137.37886101781714,137.37886101781714,1392977
2020-08-06,138.76189200677987,139.9560868330862,139.20341398514867,139.2446355289619,139.2446355289619,2312896
2020-08-07,138.76513984161497,139.93471492874926,140.0709771393144,139.71846844987368,139.71846844987368,1608546
2020-08-10,138.6498352686658,141.26210152850783,139.11075334245862,138.52716495267103,138.52716495267103,4385151
2020-08-11,140.80839701977442,139.32694646747805,137.77071964916706,139.18371856130486,139.18371856130486,1377332
2020-08-12,138.53211616419358,138.65349011159068,137.42310458880542,138.20903689107755,138.20903689107755,1084153
2020-08-13,138.7437679926937,140.20051052642296,137.6167160972149,138.99612149482,138.99612149482,2765854
2020-08-14,139.86290580491186,139.95256754775133,138.4642443877059,140.1547170738274,140.1547170738274,1783930
2020-08-17,137.77084394677905,139.93835404371944,138.06841776230317,139.3340347554757,139.3340347554757,3517483
2020-08-18,141.18052066186718,141.6148641459702,138.63964770856964,140.29741088472002,140.29741088472002,1758272
2020-08-19,140.6323546146437,141.377331407274,139.77972409789876,140.7101918116565,140.7101918116565,2126018
2020-08-20,141.35177205806036,142.43886511275105,141.71924535995674,141.532251971651,141.532251971651,4972162
2020-08-21,146.6221525221498,143.89971284185657,141.37123077348414,143.42904495430494,143.42904495430494,4202852
2020-08-24,143.48240974666777,142.6691865291213,142.77276897108322,143.18365683830208,143.18365683830208,2972690
2020-08-25,141.6781296238494,143.75151388528383,142.365516972707,142.4299206739446,142.4299206739446,3409048
2020-08-26,141.1140486481135,144.2953393159663,140.71832412012347,141.54040624431906,141.54040624431906,2308064
2020-08-27,141.87304166855037,141.74299759013707,140.63740687865013,140.72459595935362,140.72459595935362,1078947
2020-08-28,140.76076466047726,141.87275836718706,140.06492463192893,140.6474942499395,140.6474942499395,2953980
2020-08-31,139.5503682464388,142.681368979873,139.6445923031927,140.98864622475617,140.98864622475617,3958300
2020-09-01,142.1845659586614,140.9960065275395,139.91699528484006,141.2653370240862,141.2653370240862,3538361
2020-09-02,141.42437618758322,144.79503493125182,141.99035033954783,142.0925202731222,142.0925202731222,4942233
2020-09-03,143.97881994121767,143.3078509614229,141.59322753794885,142.1055221650001,142.1055221650001,4969411
2020-09-04,144.63910430787206,146.19091314124654,141.4847232373872,143.55905624215742,143.55905624215742,3193648
2020-09-07,142.84707751326073,143.5613664133955,141.79799929118553,143.29439940891947,143.29439940891947,2775373
2020-09-08,147.2955849372442,148.83263049806692,142.93950353616054,146.0145685755091,146.0145685755091,3922481
2020-09-09,146.7080914338015,148.41539141730888,144.46010774953257,146.6402359232741,146.6402359232741,1968410
2020-09-10,146.63585204198003,147.33611845271017,143.63878529829788,145.7830783668578,145.7830783668578,3410912
2020-09-11,145.19691868609118,145.94621032314984,145.1000544192525,144.7121858687967,144.7121858687967,4407765
2020-09-14,144.34830162904902,145.94612966596543,143.43079793240648,145.1946582840399,145.1946582840399,3599087
2020-09-15,144.3276456663966,147.17172715718792,144.02430230041097,144.97119549871405,144.97119549871405,4936642
2020-09-16,146.7151568103873,146.8255558626542,145.2361777963444,145.68519599280614,145.68519599280614,3467286
2020-09-17,145.82365828527313,145.19136391379251,144.99041827684715,146.15843361737967,146.15843361737967,4367764
2020-09-18,145.6819562414808,145.9684182430158,144.14039317011134,146.0856047047228,146.0856047047228,4611880
2020-09-21,144.28368840730505,146.05296523446168,143.7379793956502,145.2388109866544,145.2388109866544,1694934
2020-09-22,144.147562827562,145.0339627451341,143.60243756331062,143.72396376196855,143.72396376196855,2040835
2020-09-23,145.33997372914465,144.2208603210016,141.53498989630887,143.2774488099015,143.2774488099015,2878292
2020-09-24,143.0663146899707,146.35281839401867,143.77143514630097,144.133847604225,144.133847604225,3432228
2020-09-25,144.37216080502796,143.39683948431656,143.1312582293909,144.3479413483552,144.3479413483552,1269482
2020-09-28,144.5144231250586,144.24579050614835,142.40555263712034,143.1022025696432,143.1022025696432,4319518
2020-09-29,143.1957421042487,142.45740427010725,142.49424974723001,143.2753834954944,143.2753834954944,2192148
2020-09-30,144.11307267147296,145.4204131707074,141.89445790018272,143.66070087522323,143.66070087522323,1142617
2020-10-01,141.7144499108752,143.6823847245801,142.817037158838,142.7768434390221,142.7768434390221,3682920
2020-10-02,143.35887564217526,144.35017851699175,139.9853734706907,142.93056854496763,142.93056854496763,3757753
2020-10-05,142.80163299840908,143.12489430282386,143.80986333270812,142.98877726341362,142.98877726341362,2268962
2020-10-06,142.83153696126286,144.12527189724074,141.44347464883785,141.845806965583,141.845806965583,1940325
2020-10-07,143.39098037749602,144.24531898999012,140.83338243598953,142.20359432593128,142.20359432593128,3101847
2020-10-08,145.35394249431812,144.34792315531138,141.18006468586418,142.7643788522995,142.7643788522995,1732426
2020-10-09,144.42706326868836,144.71791284861135,142.94790581604647,143.84743009547478,143.84743009547478,2030120
2020-10-12,145.22702846409186,146.48108943280482,143.95862285051123,144.9012321475097,144.9012321475097,2034780
2020-10-13,143.71794708112995,143.81667021156525,142.11301269422498,143.5235627795526,143.5235627795526,4684334
2020-10-14,142.23257144682677,144.4412933986582,141.81680721709515,142.58573773963747,142.58573773963747,3934518
2020-10-15,143.43925685030783,145.75025390117005,140.70759174891123,143.10077300684614,143.10077300684614,2464123
2020-10-16,143.3191575476193,145.6851695177375,141.77520984352674,143.61455895775833,143.61455895775833,2432002
2020-10-19,144.298067620334,144.40000417425696,142.25678229305873,144.12960664406438,144.12960664406438,2756608
2020-10-20,149.29993567032707,149.3437554519922,147.9484948580895,147.9823381347191,147.9823381347191,4237619
2020-10-21,147.54668608013264,148.26008710165362,147.63261706981797,148.55322864541228,148.55322864541228,3567228
2020-10-22,150.82867284672193,151.26118459676854,148.98926023431358,149.68879428559288,149.68879428559288,1749045
2020-10-23,151.95991111642596,152.09339946194862,150.64839742477557,150.6427960490861,150.6427960490861,2117330
2020-10-26,151.17611877340082,150.42437096085973,149.93402311644613,151.29418730039188,151.29418730039188,1872109
2020-10-27,148.85706315674295,150.81713421183917,150.51656381353135,150.97891805575154,150.97891805575154,4541781
2020-10-28,151.13006528915037,152.45474837950104,150.08248344639458,151.7378872762448,151.7378872762448,1387405
2020-10-29,152.26205660826835,151.6642023145664,151.03525362460158,150.96506206170724,150.96506206170724,3611056
2020-10-30,150.70537539266834,150.51876651954842,148.0092028421254,150.7282434549672,150.7282434549672,4129272
2020-11-02,149.24357767484318,151.63185863649028,150.13921256573016,150.2428799071381,150.2428799071381,1367482
2020-11-03,149.81997912529624,151.57622765546495,149.105451709324,150.32475404652445,150.32475404652445,1564365
2020-11-04,153.4800326397025,153.44514348121942,150.84755330280987,152.63941261319795,152.63941261319795,1342059
2020-11-05,151.31888098880756,151.01635592044784,150.3427878508063,150.7721474206062,150.7721474206062,2708175
2020-11-06,151.21947551181103,153.50711473739727,149.60593896754776,151.45840761098071,151.45840761098071,4387232
2020-11-09,149.47886732797636,152.50109885287935,150.07487533759146,149.84569173979105,149.84569173979105,4101004
2020-11-10,148.9820017249578,149.8901983901551,146.92164217481906,149.37375987400162,149.37375987400162,2340389
2020-11-11,149.5403002864705,150.8505435538142,149.44856120600323,150.462710470969,150.462710470969,3932208
2020-11-12,152.1423661795339,152.01819815547645,150.12340189803334,150.52699049006446,150.52699049006446,2910155
2020-11-13,149.1269252429238,150.09121633238814,148.74842748456257,149.44924571213514,149.44924571213514,2708086
2020-11-16,149.9511005237007,149.59454480221194,146.92502273348245,148.73394200287518,148.73394200287518,4812197
2020-11-17,150.9348558037323,151.15319290353452,148.9979950436603,149.41353975180985,149.41353975180985,4900838
2020-11-18,149.6814840182407,147.77381703258544,148.4325308095155,148.68317312009273,148.68317312009273,1681376
2020-11-19,148.46801139695665,151.2179340345274,148.12116830725844,148.8996317096747,148.8996317096747,2715872
2020-11-20,149.34893363991512,150.01788407390785,149.12216566234846,148.9452035495785,148.9452035495785,3239260
2020-11-23,148.26940759558178,148.88211005741053,145.4730592940309,148.2936032019727,148.2936032019727,1956740
2020-11-24,149.53384543056788,151.34831313707656,150.00394188251275,150.43754729129802,150.43754729129802,2193669
2020-11-25,151.39582559533764,152.03389566863657,149.23984952743564,151.07146631361604,151.07146631361604,4659422
2020-11-26,147.86728393579864,148.31512242351351,147.83685364331066,149.04632372695843,149.04632372695843,3920527
2020-11-27,150.4204574301894,151.7277162691811,149.2173120922098,149.23277804172784,149.23277804172784,3210846
2020-11-30,148.10637427966108,149.6123172092301,147.5769462861722,148.57099157695947,148.57099157695947,1234456
2020-12-01,149.62458456762852,150.86642704220307,147.63942213244493,149.4234249117557,149.4234249117557,3309231
2020-12-02,148.91419204486914,150.58245394389704,147.8191655084093,148.630904173323,148.630904173323,4389997
2020-12-03,148.257262758152,148.49500527429578,146.32305478600506,148.5161677318561,148.5161677318561,3540384
2020-12-04,149.6078488123118,150.49462690987176,146.9996396180547,149.02115501083654,149.02115501083654,1416460
2020-12-07,149.41200654838414,150.61926911410788,147.96799535034833,149.88691020500667,149.88691020500667,2504819
2020-12-08,149.55791109540812,150.53338457316738,148.1462705702239,148.68661379795088,148.68661379795088,2818249
2020-12-09,147.00613288186318,147.22488514175845,148.43195500989142,148.35211256210994,148.35211256210994,3220503
2020-12-10,148.0035468304954,148.77807295070772,147.49075485631178,147.877167250949,147.877167250949,1301129
2020-12-11,149.16276701743354,147.6210173625913,146.02759707770855,147.22383801837526,147.22383801837526,2021480
2020-12-14,147.9889609340508,150.42155520929055,147.44350554512403,148.98929225865638,148.98929225865638,2967582
2020-12-15,148.71652899909247,150.86431815698552,150.56584537437777,149.39427396961733,149.39427396961733,1840268
2020-12-16,148.6472978649412,148.42576412046026,147.14150321689405,148.1333900152823,148.1333900152823,2934722
2020-12-17,149.23083374427665,149.33907809816102,147.89316273701388,149.05125196233706,149.05125196233706,2576634
2020-12-18,151.52403825862325,152.06274279079236,150.45095241566526,151.1734081593497,151.1734081593497,1829297
2020-12-21,152.69506055004848,152.30923119258563,149.91459958088495,152.20587341990083,152.20587341990083,3150963
2020-12-22,151.32122492250858,152.52848714939893,149.26472337969594,150.6865034539468,150.6865034539468,3363297
2020-12-23,151.3119692230368,150.83306218063314,147.8920774729997,150.20226938108058,150.20226938108058,4730864
2020-12-24,151.8789991871957,149.56219231094553,150.6851410506174,151.46918053026718,151.46918053026718,1052635
2020-12-25,150.52025341002985,151.3866890080266,148.82403357214147,150.7615110646484,150.7615110646484,1020946
2020-12-28,151.87790419399738,151.16678667195066,148.57026409826713,151.20533049279464,151.20533049279464,1983638
2020-12-29,153.8798464811192,151.34868873076303,149.66827109695132,151.97996454622398,151.97996454622398,3717292
2020-12-30,150.92040032826333,150.81560743642333,151.14517566807461,151.0530340746459,151.0530340746459,2401823
2020-12-31,150.01897941391346,152.1029171904171,150.2471847961265,150.9935087185841,150.9935087185841,3582412
2021-01-01,148.859322047802,150.08088220676328,147.09740608396484,147.75224137851504,147.75224137851504,4975904
2021-01-04,146.60747257322714,148.04103821104573,145.2385992021044,146.72785373718074,146.72785373718074,4263457
2021-01-05,144.3026160397735,146.86878219757182,144.78893203077303,146.47528558578756,146.47528558578756,3791671
2021-01-06,146.07492408097312,146.6834065989934,145.06639507784845,145.2275024038227,145.2275024038227,3061892
2021-01-07,146.32458552180046,147.4008233975354,145.79207519383743,146.85991370775437,146.85991370775437,4431543
2021-01-08,145.33923904748957,145.7351719606306,146.44969966194986,145.42977232979374,145.42977232979374,3768962
2021-01-11,145.32170817366577,144.83536517486377,142.54778283729485,144.98972784309674,144.98972784309674,4596219
2021-01-12,145.31096810016192,144.36863961363113,144.63284266105956,145.12046842038285,145.12046842038285,4059014
2021-01-13,147.27119352658798,147.1718180028895,145.50587776960444,146.56174170944894,146.56174170944894,2477310
2021-01-14,144.69039318769967,146.28393304818962,144.43552927225755,145.1258795582695,145.1258795582695,4465685
2021-01-15,146.80214910860053,147.19241964040958,144.14301573541104,146.28904331042446,146.28904331042446,1096748
2021-01-18,146.03972969386012,146.8833094434967,148.13678281284143,146.29927637144405,146.29927637144405,4909308
